TARGET=https://defillama.com/protocol/xdollar || PATTERN_IDS=ACC-DUPLICATE-ID-ACCUMULATION,ACC-HARDCODED-PEG-REDEMPTION,AUTH-PUBLIC-CLAIM-NO-ELIGIBILITY,AUTH-ZERO-ADDRESS-ACCEPTED || PRIORITY_HYPOTHESES=A claim must be bound to a caller-specific entitlement that is checked and consumed exactly once. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#xdollar , protocols/onchain_probes.json#xdollar , families/families.json#AUTH-PUBLIC-CLAIM-NO-ELIGIBILITY || REQUIRED_GUARD_CHECKS=Claim requires a proof or a populated entitlement mapping (kills the pair); Reserve holds zero balance || PINNED_CHAINS=IoTeX,Ethereum,Arbitrum,Polygon,Avalanche || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/sentiment || PATTERN_IDS=ACC-HARDCODED-PEG-REDEMPTION,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,SIG-VERIFIER-DEFEATABLE || PRIORITY_HYPOTHESES=A verification routine must reject malformed, empty or zero-recovered signatures, and must never treat address(0) as a match. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#sentiment , protocols/onchain_probes.json#sentiment , families/families.json#SIG-VERIFIER-DEFEATABLE || REQUIRED_GUARD_CHECKS=OZ ECDSA library in the deployed bytecode (kills the ecrecover-zero shape); Signer address immutable and non-zero || PINNED_CHAINS=Hyperliquid L1,Arbitrum || PRIOR_ART_STATUS=KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN
TARGET=https://defillama.com/protocol/float-protocol || PATTERN_IDS=HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || PRIORITY_HYPOTHESES=A transfer of zero (or dust) must be economically inert. Hooks that accrue, mint, harvest or burn must not be reachable by an operation that moves no value and bypasses authorisation. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#float-protocol , protocols/onchain_probes.json#float-protocol , families/families.json#HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || REQUIRED_GUARD_CHECKS=Zero-amount transfers revert or short-circuit before the hook (kills the pair); Hooks are pure bookkeeping with no mint/transfer || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN
TARGET=https://defillama.com/protocol/cian-automation || PATTERN_IDS=ACC-HARDCODED-PEG-REDEMPTION,SIG-VERIFIER-DEFEATABLE || PRIORITY_HYPOTHESES=A verification routine must reject malformed, empty or zero-recovered signatures, and must never treat address(0) as a match. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#cian-automation , protocols/onchain_probes.json#cian-automation , families/families.json#SIG-VERIFIER-DEFEATABLE || REQUIRED_GUARD_CHECKS=OZ ECDSA library in the deployed bytecode (kills the ecrecover-zero shape); Signer address immutable and non-zero || PINNED_CHAINS=Avalanche,Polygon,Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/turtle-club || PATTERN_IDS=HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || PRIORITY_HYPOTHESES=A transfer of zero (or dust) must be economically inert. Hooks that accrue, mint, harvest or burn must not be reachable by an operation that moves no value and bypasses authorisation. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#turtle-club , protocols/onchain_probes.json#turtle-club , families/families.json#HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || REQUIRED_GUARD_CHECKS=Zero-amount transfers revert or short-circuit before the hook (kills the pair); Hooks are pure bookkeeping with no mint/transfer || PINNED_CHAINS=Ethereum,Avalanche,Linea || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/bracket-lst || PATTERN_IDS=ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED,HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL,QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET || PRIORITY_HYPOTHESES=Every asset, pool or market a value-bearing operation touches must be resolved from a protocol-controlled registry. An identifier supplied by the caller is a request, not a fact. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#bracket-lst , protocols/onchain_probes.json#bracket-lst , families/families.json#ASSET-OR-MARKET-IDENTITY-NOT-VALIDATED || REQUIRED_GUARD_CHECKS=Every identifier derived or verified against the factory/registry (kills the pair); Routing restricted to an immutable venue allowlist || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/ape-finance || PATTERN_IDS=SIG-VERIFIER-DEFEATABLE || PRIORITY_HYPOTHESES=A verification routine must reject malformed, empty or zero-recovered signatures, and must never treat address(0) as a match. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#ape-finance , protocols/onchain_probes.json#ape-finance , families/families.json#SIG-VERIFIER-DEFEATABLE || REQUIRED_GUARD_CHECKS=OZ ECDSA library in the deployed bytecode (kills the ecrecover-zero shape); Signer address immutable and non-zero || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/deq || PATTERN_IDS=HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || PRIORITY_HYPOTHESES=A transfer of zero (or dust) must be economically inert. Hooks that accrue, mint, harvest or burn must not be reachable by an operation that moves no value and bypasses authorisation. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#deq , protocols/onchain_probes.json#deq , families/families.json#HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || REQUIRED_GUARD_CHECKS=Zero-amount transfers revert or short-circuit before the hook (kills the pair); Hooks are pure bookkeeping with no mint/transfer || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/minterest || PATTERN_IDS=ACC-CREDIT-NOT-RECEIVED,ACC-DONATION-UNACCOUNTED-BALANCE,AUTH-ZERO-ADDRESS-ACCEPTED || PRIORITY_HYPOTHESES=A share price, exchange rate or totalAssets must be a function of value the protocol accounted for on entry. Reading a raw balance makes any direct transfer into the accounting boundary an unpriced increase in every holder's claim. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#minterest , protocols/onchain_probes.json#minterest , families/families.json#ACC-DONATION-UNACCOUNTED-BALANCE || REQUIRED_GUARD_CHECKS=totalAssets derived from an internal counter, not balanceOf (kills the pair); Rate is monotonic and rate-limited per block; Inbound transfers to the accounting boundary are rejected or swept to a reserve || PINNED_CHAINS=Mantle,Ethereum,Taiko,Morph || PRIOR_ART_STATUS=KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN
TARGET=https://defillama.com/protocol/solid-yield || PATTERN_IDS=ACC-DUPLICATE-ID-ACCUMULATION,AUTH-ZERO-ADDRESS-ACCEPTED,SIG-VERIFIER-DEFEATABLE || PRIORITY_HYPOTHESES=An entitlement attached to an identifier may be counted at most once per period. A caller-supplied ID list must be deduplicated, or each ID's claim state consumed before the next read. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#solid-yield , protocols/onchain_probes.json#solid-yield , families/families.json#ACC-DUPLICATE-ID-ACCUMULATION || REQUIRED_GUARD_CHECKS=Consumed marker written inside the loop (kills the pair); IDs required strictly increasing || PINNED_CHAINS=Fuse,Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/strike-finance-perpetuals || PATTERN_IDS=QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET || PRIORITY_HYPOTHESES=A quantity produced by a quoter or accumulated across a route must be re-bound to the asset, decimals and per-hop economics it describes before it is used to transfer value. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#strike-finance-perpetuals , protocols/onchain_probes.json#strike-finance-perpetuals , families/families.json#QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET || REQUIRED_GUARD_CHECKS=Amount taken from a measured post-transfer balance delta (kills the pair); Per-hop minimums enforced; Router restricted to assets the quoter supports || PINNED_CHAINS=Cardano,Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/clever || PATTERN_IDS=SIG-VERIFIER-DEFEATABLE || PRIORITY_HYPOTHESES=A verification routine must reject malformed, empty or zero-recovered signatures, and must never treat address(0) as a match. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#clever , protocols/onchain_probes.json#clever , families/families.json#SIG-VERIFIER-DEFEATABLE || REQUIRED_GUARD_CHECKS=OZ ECDSA library in the deployed bytecode (kills the ecrecover-zero shape); Signer address immutable and non-zero || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/hmx || PATTERN_IDS=AUTH-PUBLIC-CLAIM-NO-ELIGIBILITY || PRIORITY_HYPOTHESES=A claim must be bound to a caller-specific entitlement that is checked and consumed exactly once. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#hmx , protocols/onchain_probes.json#hmx , families/families.json#AUTH-PUBLIC-CLAIM-NO-ELIGIBILITY || REQUIRED_GUARD_CHECKS=Claim requires a proof or a populated entitlement mapping (kills the pair); Reserve holds zero balance || PINNED_CHAINS=Arbitrum,Blast,Polygon || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/tizi || PATTERN_IDS=BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL,PROOF-VERIFICATION-BYPASSED || PRIORITY_HYPOTHESES=A transfer of zero (or dust) must be economically inert. Hooks that accrue, mint, harvest or burn must not be reachable by an operation that moves no value and bypasses authorisation. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#tizi , protocols/onchain_probes.json#tizi , families/families.json#HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || REQUIRED_GUARD_CHECKS=Zero-amount transfers revert or short-circuit before the hook (kills the pair); Hooks are pure bookkeeping with no mint/transfer || PINNED_CHAINS=Base || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/wstgbp || PATTERN_IDS=HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || PRIORITY_HYPOTHESES=A transfer of zero (or dust) must be economically inert. Hooks that accrue, mint, harvest or burn must not be reachable by an operation that moves no value and bypasses authorisation. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#wstgbp , protocols/onchain_probes.json#wstgbp , families/families.json#HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL || REQUIRED_GUARD_CHECKS=Zero-amount transfers revert or short-circuit before the hook (kills the pair); Hooks are pure bookkeeping with no mint/transfer || PINNED_CHAINS=Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
TARGET=https://defillama.com/protocol/hyperbeat-usd || PATTERN_IDS=QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET || PRIORITY_HYPOTHESES=A quantity produced by a quoter or accumulated across a route must be re-bound to the asset, decimals and per-hop economics it describes before it is used to transfer value. || MATCH_EVIDENCE=protocols/deep_screened.jsonl#hyperbeat-usd , protocols/onchain_probes.json#hyperbeat-usd , families/families.json#QUOTE-OR-ROUTE-OUTPUT-NOT-BOUND-TO-ASSET || REQUIRED_GUARD_CHECKS=Amount taken from a measured post-transfer balance delta (kills the pair); Per-hop minimums enforced; Router restricted to assets the quoter supports || PINNED_CHAINS=Hyperliquid L1,Ethereum || PRIOR_ART_STATUS=PRIOR_ART_SEARCH_INCOMPLETE
